taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752546_PB2	SRR28752546_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752547_PB2	SRR28752547_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752548_PB2	SRR28752548_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752549_PB2	SRR28752549_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752550_PB2	SRR28752550_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752551_PB2	SRR28752551_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752552_PB2	SRR28752552_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752553_PB2	SRR28752553_PB2	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752554_PB2	SRR28752554_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752555_PB2	SRR28752555_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752556_PB2	SRR28752556_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752557_PB2	SRR28752557_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752558_PB2	SRR28752558_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752559_PB2	SRR28752559_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752560_PB2	SRR28752560_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752561_PB2	SRR28752561_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752562_PB2	SRR28752562_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752563_PB2	SRR28752563_PB2	-	-	-	USA	2024	Blackbird	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752564_PB2	SRR28752564_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752565_PB2	SRR28752565_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752566_PB2	SRR28752566_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752567_PB2	SRR28752567_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752568_PB2	SRR28752568_PB2	-	-	-	USA	2024	Raccoon	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752569_PB2	SRR28752569_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752570_PB2	SRR28752570_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752571_PB2	SRR28752571_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752572_PB2	SRR28752572_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752573_PB2	SRR28752573_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752574_PB2	SRR28752574_PB2	-	-	-	USA	2024	Grackle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752575_PB2	SRR28752575_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752576_PB2	SRR28752576_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752577_PB2	SRR28752577_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752578_PB2	SRR28752578_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752579_PB2	SRR28752579_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752580_PB2	SRR28752580_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752581_PB2	SRR28752581_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752582_PB2	SRR28752582_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752583_PB2	SRR28752583_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752584_PB2	SRR28752584_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752585_PB2	SRR28752585_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752586_PB2	SRR28752586_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752587_PB2	SRR28752587_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752588_PB2	SRR28752588_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752589_PB2	SRR28752589_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752590_PB2	SRR28752590_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752591_PB2	SRR28752591_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752592_PB2	SRR28752592_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752593_PB2	SRR28752593_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752594_PB2	SRR28752594_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752595_PB2	SRR28752595_PB2	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752596_PB2	SRR28752596_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752597_PB2	SRR28752597_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752598_PB2	SRR28752598_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752599_PB2	SRR28752599_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752600_PB2	SRR28752600_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752601_PB2	SRR28752601_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752602_PB2	SRR28752602_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752603_PB2	SRR28752603_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752604_PB2	SRR28752604_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752605_PB2	SRR28752605_PB2	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG1_H5N1/member/iav-andersen-h5n1/SRR28752606_PB2	SRR28752606_PB2	-	-	-	USA	2024	Chicken	-	-	H5N1	-
