taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/KU322399	KU322399	28791803	1443	NULL	Italy	2012	Homo sapiens	-	B2|C1|A1|H3|A2|N2|B2|A	H3N2	A/Parma/58/2012
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/KX977605	KX977605	-	1464	NULL	Netherlands	2007	Anas platyrhynchos	-	A3|D1|A12|H10|A8|N7|A|B	H10N7	A/mallard duck/Netherlands/1/2007
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/KX978763	KX978763	-	1464	NULL	Netherlands	2009	Anas platyrhynchos	-	A5|D1|A12|H7|A8|N7|A|A	H7N7	A/mallard duck/Netherlands/2/2009
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/KX978990	KX978990	-	1461	NULL	Netherlands	2010	Chroicocephalus ridibundus	-	A2|E1|A6|-|A7|N8|A|A	HXN8	A/black-headed gull/Netherlands/10/2010
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/KY415716	KY415716	-	1413	NULL	China	2016	Columba livia	pigeon fecal	A5|D1|A12|H2|A8|N8|A|A	H2N8	A/Pigeon/Longquan/LQ67/2016
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/KY635787	KY635787	-	1422	NULL	Bangladesh	2015	Anas sp.	-	A5|D1|A12|H7|A8|N1|A|A	H7N1	A/duck/Bangladesh/24692/2015
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/KY644185	KY644185	-	1410	NULL	Chile	2016	Haematopus ater	-	B1|E1|A2|H2|A4|N2|B|A	H2N2	A/blackish oystercatcher/Chile/C6534/2016
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/KY990770	KY990770	-	1471	NULL	USA	2016	Anas platyrhynchos	-	B10|E1|A3|H12|A11|N5|B|A	H12N5	A/mallard duck/California/UCD470/2016
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/L06582	L06582	8460490	1461	-	-	-	-	-	-	-	A/equine/Sao paulo/6/1969
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/LC029899	LC029899	-	1430	Hokkaido	Japan	2014	Anseriformes sp.	-	A3|D1|A12|H8|A8|N2|A|A	H8N2	A/duck/Hokkaido/207/2014
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/LC371844	LC371844	-	1451	Hokkaido	Japan	2001	Anseriformes sp.	-	A5|D1|A11|H2|A8|N2|A|B	H2N2	A/duck/Hokkaido/95/2001
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/LC431478	LC431478	-	1430	Alaska	USA	1994	Anseriformes sp.	-	B8|E1|A7|H2|A11|N3|B|A	H2N3	A/duck/Alaska/5111/1994
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MF147318	MF147318	-	1461	NULL	Netherlands	2012	Chroicocephalus ridibundus	-	A2|E1|A12|-|A7|N6|A|A	HXN6	A/black-headed gull/Netherlands/57/2012
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MF147444	MF147444	-	1460	NULL	Netherlands	2008	Chroicocephalus ridibundus	-	A2|E1|A6|-|A7|N8|A|A	HXN8	A/black-headed gull/Netherlands/2/2008
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MF959949	MF959949	-	1464	NULL	Netherlands	2001	Anas platyrhynchos	-	A4|D1|A12|H3|A8|N6|A|A	H3N6	A/mallard duck/Netherlands/3/2001
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MF978416	MF978416	-	1418	NULL	USA	2016	Felidae sp.	-	B3|E1|A8|H7|A11|N2|B|B	H7N2	A/feline/New York/WVDL-16/2016
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MG668933	MG668933	-	1350	-	-	-	-	-	-	-	A/Thailand/NBL1/2006
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MH134707	MH134707	-	1469	NULL	Chile	2016	Anas georgica	-	B1|E1|A2|H12|A4|N5|B|B	H12N5	A/yellow-billed pintail/Chile/C14831/2016
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MH502284	MH502284	-	1439	New Jersey	USA	2013	Arenaria interpres	feces	B10|E1|A7|H10|A11|N2|B|A	H10N2	A/ruddy turnstone/New Jersey/AI13-2544/2013
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MH569265	MH569265	-	1429	Alaska	USA	2015	Anser canagicus	Environmental (feces)	B9|E1|A3|H3|A11|N7|B|A	H3N7	A/emperor goose/Alaska/UGAI15-8445/2015
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MH578787	MH578787	-	1413	NULL	USA	2007	Arenaria interpres	-	B9|E1|A10|H12|A11|N1|B|A	H12N1	A/ruddy turnstone/Delaware Bay/554/2007
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MH579126	MH579126	-	1413	NULL	USA	2005	Arenaria interpres	-	B9|E1|A7|H11|A11|N8|B|B	H11N8	A/ruddy turnstone/Delaware Bay/446/2005
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MH579131	MH579131	-	1413	NULL	USA	2003	Arenaria interpres	-	B5|E1|A10|H9|A11|N1|A|A	H9N1	A/ruddy turnstone/Delaware Bay/95/2003
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MH596894	MH596894	-	1432	Delaware	USA	2002	Arenaria interpres	feces;SPF ECE	B5|E1|A3|H7|A11|N3|B|A	H7N3	A/ruddy turnstone/Delaware/650622/2002
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MH598159	MH598159	-	1444	New Jersey	USA	2000	Arenaria interpres	feces;SPF ECE	B9|E1|A3|H12|A11|N5|B|A	H12N5	A/ruddy turnstone/New Jersey/AI00-1091/2000
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MK159404	MK159404	-	1458	-	-	-	-	-	-	-	A/California/04/2009
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MK268559	MK268559	-	1441	New York	USA	2018	Homo sapiens	-	B2|C1|A1|H3|A2|N2|B2|A	H3N2	A/New York/40/2018
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MK968546	MK968546	-	1467	-	-	-	-	-	-	-	A/chicken/Hamadan/RIV-1/2017
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MN055193	MN055193	-	1465	NULL	Chile	2018	Pygoscelis antarcticus	feces	B9|A1|A2|H11|A11|N2|B|A	H11N2	A/chinstrap penguin/Antarctica/HP04/2018
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MN988216	MN988216	-	1410	Minnesota	USA	2018	Anas platyrhynchos	oropharyngeal/cloacal swab pool from individual bird	B10|E1|A3|H2|A11|N3|B|A	H2N3	A/mallard/Minnesota/MN18-WB1-025A/2018
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MW109586	MW109586	-	1380	Jiangxi	China	2017	Environment	swab	A4|D1|A5|H6|A8|N6|A|A	H6N6	A/environment/Jiangxi/2.16_SRGFYK103-E/2017
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MW333288	MW333288	33932612	1460	Kaohsiung	Taiwan	2016	Gallus gallus	brain	A5|D1|A12|H5|A8|N8|A|A	H5N8	A/chicken/Kaohsiung/16040021-1/2016
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MW342702	MW342702	-	1413	Kagoshima	Japan	2020	Mareca falcata	feces	A5|D1|A12|H5|A8|N8|A|A	H5N8	A/falcated duck/Kagoshima/KU-d3/2020
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MW547707	MW547707	-	1413	Gunsan	South Korea	2006	Aves	Geumgang	A5|D1|A12|H10|A8|N9|A|B	H10N9	A/aquatic bird/Gunsan/145/2006
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MW848668	MW848668	-	1466	NULL	Spain	2019	Sus scrofa	Lungs	A3|D1|A4|H1|A8|N2|A|A	H1N2	A/swine/Spain/25001-2/2019
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MW857528	MW857528	-	1377	NULL	Thailand	2015	Anseriformes sp.	cloacal swab	A5|D1|A12|H11|A6|N7|B|A	H11N7	A/duck/Thailand/CU-16340C/2015
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MW875657	MW875657	-	1422	NULL	USA	2020	Arenaria interpres	feces	B10|E1|A11|H4|A11|N9|B|A	H4N9	A/ruddy turnstone/Delaware Bay/235/2020
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MW876047	MW876047	-	1428	NULL	USA	2020	Arenaria interpres	feces	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/ruddy turnstone/Delaware Bay/209/2020
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MW876096	MW876096	-	1433	NULL	USA	2020	Arenaria interpres	feces	B10|E1|A11|H12|A11|N1|B|A	H12N1	A/ruddy turnstone/Delaware Bay/218/2020
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MZ565046	MZ565046	-	1350	Jalisco	Mexico	2019	Gallus gallus	cloacal swab	B9|E1|A10|H5|A10|N2|B3|B	H5N2	A/chicken/Jalisco/CPA-06432-19/2019
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MZ565342	MZ565342	-	1350	Queretaro	Mexico	2019	Gallus gallus	tracheal swab	B9|E1|A10|H5|A10|N2|B3|B	H5N2	A/chicken/Queretaro/CPA-03805-19/2019
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MZ565612	MZ565612	-	1442	NULL	Iceland	2012	Larus fuscus	cloacal swab	B4|D1|A12|H2|A8|N7|A|A	H2N7	A/lesser black-backed gull/Iceland/1656/2012
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/MZ945742	MZ945742	-	1466	NULL	Spain	2017	Sus scrofa	nasal swab	A3|D1|A4|H1|A8|N2|B|A	H1N2	A/swine/Spain/45600-2/2017
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/NC_002018	NC_002018	7080440	1413	Puerto Rico	USA	1934	Homo sapiens	nasal swab	B2|A1|A1|H1|A2|N1|B|A	H1N1	A/Puerto Rico/8/1934(H1N1)
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/NC_007368	NC_007368	-	1467	Tompkins County, NY	USA	2004	Homo sapiens	gender:M; age:16y	B2|C1|A1|H3|A2|N2|B2|A	H3N2	A/New York/392/2004
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/OL370769	OL370769	-	1419	Tasmania, King Island	Australia	2018	Arenaria interpres	pooled cloacal and oropharyngeal swab	A5|D1|A12|H12|A8|N5|A|A	H12N5	A/ruddy turnstone/King Island/13149/2018
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/OL371257	OL371257	-	1413	Victoria	Australia	2014	Anseriformes sp.	pooled fecal swabs	A3|B1|A12|H5|A9|N9|A|A	H5N9	A/wild duck/Victoria/14-0961-1/2014
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/OL371513	OL371513	-	1419	South Australia	Australia	2018	Aves	pooled fecal swabs	A3|B1|A12|H9|A9|N5|A|A	H9N5	A/wild waterbird/South Australia/18-9201854-12/2018
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/OL371657	OL371657	-	1416	Tasmania	Australia	2018	Aves	pooled fecal swabs	A5|D1|A12|H1|A11|N7|A|A	H1N7	A/wild waterbird/Tasmania/18-1081-5/2018
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/OM373272	OM373272	-	1413	Shandong province	China	2020	Anseriformes sp.	-	A5|D1|A12|H10|A8|N8|A|A	H10N8	A/swan/Shandong/W3875/2020
alignment/AL_IAV_SEG6_H5N1/member/iav-ncbi-refseqs-seg6/OM966134	OM966134	-	1422	NULL	USA	2021	Arenaria interpres	feces	B10|E1|A11|H10|A11|N9|B|A	H10N9	A/Ruddy Turnstone/Delaware/49/2021
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752446_NA	SRR28752446_NA	-	-	-	USA	2024	Blackbird	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752447_NA	SRR28752447_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752448_NA	SRR28752448_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752449_NA	SRR28752449_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752450_NA	SRR28752450_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752451_NA	SRR28752451_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752452_NA	SRR28752452_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752453_NA	SRR28752453_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752454_NA	SRR28752454_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752455_NA	SRR28752455_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752456_NA	SRR28752456_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752457_NA	SRR28752457_NA	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752458_NA	SRR28752458_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752459_NA	SRR28752459_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752460_NA	SRR28752460_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752461_NA	SRR28752461_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752462_NA	SRR28752462_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752463_NA	SRR28752463_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752464_NA	SRR28752464_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752465_NA	SRR28752465_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752466_NA	SRR28752466_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752467_NA	SRR28752467_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752468_NA	SRR28752468_NA	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752469_NA	SRR28752469_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752470_NA	SRR28752470_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752471_NA	SRR28752471_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752472_NA	SRR28752472_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752473_NA	SRR28752473_NA	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752474_NA	SRR28752474_NA	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752475_NA	SRR28752475_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752476_NA	SRR28752476_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752477_NA	SRR28752477_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752478_NA	SRR28752478_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752479_NA	SRR28752479_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752480_NA	SRR28752480_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752481_NA	SRR28752481_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752482_NA	SRR28752482_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752483_NA	SRR28752483_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752484_NA	SRR28752484_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752485_NA	SRR28752485_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752486_NA	SRR28752486_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752487_NA	SRR28752487_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752488_NA	SRR28752488_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752489_NA	SRR28752489_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752490_NA	SRR28752490_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752491_NA	SRR28752491_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752492_NA	SRR28752492_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752493_NA	SRR28752493_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752494_NA	SRR28752494_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752495_NA	SRR28752495_NA	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752496_NA	SRR28752496_NA	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752497_NA	SRR28752497_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752498_NA	SRR28752498_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752499_NA	SRR28752499_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752500_NA	SRR28752500_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752501_NA	SRR28752501_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752502_NA	SRR28752502_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752503_NA	SRR28752503_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752504_NA	SRR28752504_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752505_NA	SRR28752505_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752506_NA	SRR28752506_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752507_NA	SRR28752507_NA	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752508_NA	SRR28752508_NA	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752509_NA	SRR28752509_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752510_NA	SRR28752510_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752511_NA	SRR28752511_NA	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752512_NA	SRR28752512_NA	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752513_NA	SRR28752513_NA	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG6_H5N1/member/iav-andersen-h5n1/SRR28752514_NA	SRR28752514_NA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
