taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/KY635806	KY635806	-	1528	NULL	Bangladesh	2015	Anas sp.	-	A5|D1|A12|H7|A8|N1|A|A	H7N1	A/duck/Bangladesh/24692/2015
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/KY644165	KY644165	-	1497	NULL	Chile	2016	Haematopus ater	-	B1|E1|A2|H2|A4|N2|B|A	H2N2	A/blackish oystercatcher/Chile/C6534/2016
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/KY990797	KY990797	-	1565	NULL	USA	2016	Anas platyrhynchos	-	B10|E1|A3|H12|A11|N5|B|A	H12N5	A/mallard duck/California/UCD470/2016
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/LC371819	LC371819	-	1551	Hokkaido	Japan	2014	Anseriformes sp.	-	A3|D1|A12|H8|A8|N2|A|A	H8N2	A/duck/Hokkaido/207/2014
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/LC371843	LC371843	-	1551	Hokkaido	Japan	2001	Anseriformes sp.	-	A5|D1|A11|H2|A8|N2|A|B	H2N2	A/duck/Hokkaido/95/2001
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/LC431477	LC431477	-	1540	Alaska	USA	1994	Anseriformes sp.	-	B8|E1|A7|H2|A11|N3|B|A	H2N3	A/duck/Alaska/5111/1994
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MF145744	MF145744	-	1565	NULL	Netherlands	2008	Chroicocephalus ridibundus	-	A2|E1|A6|-|A7|N8|A|A	HXN8	A/black-headed gull/Netherlands/2/2008
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MF145885	MF145885	-	1565	NULL	Netherlands	2012	Chroicocephalus ridibundus	-	A2|E1|A12|-|A7|N6|A|A	HXN6	A/black-headed gull/Netherlands/57/2012
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MF959982	MF959982	-	1565	NULL	Netherlands	2001	Anas platyrhynchos	-	A4|D1|A12|H3|A8|N6|A|A	H3N6	A/mallard duck/Netherlands/3/2001
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MF978417	MF978417	-	1565	NULL	USA	2016	Felidae sp.	-	B3|E1|A8|H7|A11|N2|B|B	H7N2	A/feline/New York/WVDL-16/2016
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MG668932	MG668932	-	1497	-	-	-	-	-	-	-	A/Thailand/NBL1/2006
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MH134715	MH134715	-	1565	NULL	Chile	2016	Anas georgica	-	B1|E1|A2|H12|A4|N5|B|B	H12N5	A/yellow-billed pintail/Chile/C14831/2016
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MH502285	MH502285	-	1540	New Jersey	USA	2013	Arenaria interpres	feces	B10|E1|A7|H10|A11|N2|B|A	H10N2	A/ruddy turnstone/New Jersey/AI13-2544/2013
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MH502497	MH502497	-	1507	-	-	-	-	-	-	-	A/ruddy turnstone/New Jersey/AI13-2872/2013
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MH569264	MH569264	-	1497	Alaska	USA	2015	Anser canagicus	Environmental (feces)	B9|E1|A3|H3|A11|N7|B|A	H3N7	A/emperor goose/Alaska/UGAI15-8445/2015
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MH578837	MH578837	-	1497	NULL	USA	2005	Arenaria interpres	-	B9|E1|A7|H11|A11|N8|B|B	H11N8	A/ruddy turnstone/Delaware Bay/446/2005
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MH578859	MH578859	-	1497	NULL	USA	2003	Arenaria interpres	-	B5|E1|A10|H9|A11|N1|A|A	H9N1	A/ruddy turnstone/Delaware Bay/95/2003
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MH579180	MH579180	-	1497	NULL	USA	2007	Arenaria interpres	-	B9|E1|A10|H12|A11|N1|B|A	H12N1	A/ruddy turnstone/Delaware Bay/554/2007
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MH596896	MH596896	-	1540	Delaware	USA	2002	Arenaria interpres	feces;SPF ECE	B5|E1|A3|H7|A11|N3|B|A	H7N3	A/ruddy turnstone/Delaware/650622/2002
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MH598160	MH598160	-	1540	New Jersey	USA	2000	Arenaria interpres	feces;SPF ECE	B9|E1|A3|H12|A11|N5|B|A	H12N5	A/ruddy turnstone/New Jersey/AI00-1091/2000
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MK268611	MK268611	-	1542	New York	USA	2018	Homo sapiens	-	B2|C1|A1|H3|A2|N2|B2|A	H3N2	A/New York/40/2018
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MN055197	MN055197	-	1565	NULL	Chile	2018	Pygoscelis antarcticus	feces	B9|A1|A2|H11|A11|N2|B|A	H11N2	A/chinstrap penguin/Antarctica/HP04/2018
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MN988215	MN988215	-	1497	Minnesota	USA	2018	Anas platyrhynchos	oropharyngeal/cloacal swab pool from individual bird	B10|E1|A3|H2|A11|N3|B|A	H2N3	A/mallard/Minnesota/MN18-WB1-025A/2018
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MW024907	MW024907	-	1540	-	-	-	-	-	-	-	A/Hawaii/28/2020
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MW109585	MW109585	-	1497	Jiangxi	China	2017	Environment	swab	A4|D1|A5|H6|A8|N6|A|A	H6N6	A/environment/Jiangxi/2.16_SRGFYK103-E/2017
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MW333287	MW333287	33932612	1565	Kaohsiung	Taiwan	2016	Gallus gallus	brain	A5|D1|A12|H5|A8|N8|A|A	H5N8	A/chicken/Kaohsiung/16040021-1/2016
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MW342701	MW342701	-	1497	Kagoshima	Japan	2020	Mareca falcata	feces	A5|D1|A12|H5|A8|N8|A|A	H5N8	A/falcated duck/Kagoshima/KU-d3/2020
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MW547649	MW547649	-	1529	Gunsan	South Korea	2006	Aves	Geumgang	A5|D1|A12|H10|A8|N9|A|B	H10N9	A/aquatic bird/Gunsan/145/2006
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MW848662	MW848662	-	1565	NULL	Spain	2019	Sus scrofa	Lungs	A3|D1|A4|H1|A8|N2|A|A	H1N2	A/swine/Spain/25001-2/2019
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MW857527	MW857527	-	1470	NULL	Thailand	2015	Anseriformes sp.	cloacal swab	A5|D1|A12|H11|A6|N7|B|A	H11N7	A/duck/Thailand/CU-16340C/2015
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MW875656	MW875656	-	1539	NULL	USA	2020	Arenaria interpres	feces	B10|E1|A11|H4|A11|N9|B|A	H4N9	A/ruddy turnstone/Delaware Bay/235/2020
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MW876044	MW876044	-	1539	NULL	USA	2020	Arenaria interpres	feces	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/ruddy turnstone/Delaware Bay/209/2020
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MW876094	MW876094	-	1539	NULL	USA	2020	Arenaria interpres	feces	B10|E1|A11|H12|A11|N1|B|A	H12N1	A/ruddy turnstone/Delaware Bay/218/2020
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MZ565045	MZ565045	-	1497	Jalisco	Mexico	2019	Gallus gallus	cloacal swab	B9|E1|A10|H5|A10|N2|B3|B	H5N2	A/chicken/Jalisco/CPA-06432-19/2019
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MZ565341	MZ565341	-	1497	Queretaro	Mexico	2019	Gallus gallus	tracheal swab	B9|E1|A10|H5|A10|N2|B3|B	H5N2	A/chicken/Queretaro/CPA-03805-19/2019
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MZ565613	MZ565613	-	1565	NULL	Iceland	2012	Larus fuscus	cloacal swab	B4|D1|A12|H2|A8|N7|A|A	H2N7	A/lesser black-backed gull/Iceland/1656/2012
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/MZ945741	MZ945741	-	1566	NULL	Spain	2017	Sus scrofa	nasal swab	A3|D1|A4|H1|A8|N2|B|A	H1N2	A/swine/Spain/45600-2/2017
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/NC_002019	NC_002019	-	1565	Puerto Rico	USA	1934	Homo sapiens	nasal swab	B2|A1|A1|H1|A2|N1|B|A	H1N1	A/Puerto Rico/8/1934(H1N1)
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/NC_007369	NC_007369	-	1566	Tompkins County, NY	USA	2004	Homo sapiens	gender:M; age:16y	B2|C1|A1|H3|A2|N2|B2|A	H3N2	A/New York/392/2004
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/OL370768	OL370768	-	1497	Tasmania, King Island	Australia	2018	Arenaria interpres	pooled cloacal and oropharyngeal swab	A5|D1|A12|H12|A8|N5|A|A	H12N5	A/ruddy turnstone/King Island/13149/2018
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/OL371256	OL371256	-	1497	Victoria	Australia	2014	Anseriformes sp.	pooled fecal swabs	A3|B1|A12|H5|A9|N9|A|A	H5N9	A/wild duck/Victoria/14-0961-1/2014
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/OL371512	OL371512	-	1497	South Australia	Australia	2018	Aves	pooled fecal swabs	A3|B1|A12|H9|A9|N5|A|A	H9N5	A/wild waterbird/South Australia/18-9201854-12/2018
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/OL371656	OL371656	-	1497	Tasmania	Australia	2018	Aves	pooled fecal swabs	A5|D1|A12|H1|A11|N7|A|A	H1N7	A/wild waterbird/Tasmania/18-1081-5/2018
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/OM373271	OM373271	-	1497	Shandong province	China	2020	Anseriformes sp.	-	A5|D1|A12|H10|A8|N8|A|A	H10N8	A/swan/Shandong/W3875/2020
alignment/AL_IAV_SEG5_H5N1/member/iav-ncbi-refseqs-seg5/OM966129	OM966129	-	1539	NULL	USA	2021	Arenaria interpres	feces	B10|E1|A11|H10|A11|N9|B|A	H10N9	A/Ruddy Turnstone/Delaware/49/2021
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752446_NP	SRR28752446_NP	-	-	-	USA	2024	Blackbird	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752447_NP	SRR28752447_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752448_NP	SRR28752448_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752449_NP	SRR28752449_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752450_NP	SRR28752450_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752451_NP	SRR28752451_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752452_NP	SRR28752452_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752453_NP	SRR28752453_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752454_NP	SRR28752454_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752455_NP	SRR28752455_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752456_NP	SRR28752456_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752457_NP	SRR28752457_NP	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752458_NP	SRR28752458_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752459_NP	SRR28752459_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752460_NP	SRR28752460_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752461_NP	SRR28752461_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752462_NP	SRR28752462_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752463_NP	SRR28752463_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752464_NP	SRR28752464_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752465_NP	SRR28752465_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752466_NP	SRR28752466_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752467_NP	SRR28752467_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752468_NP	SRR28752468_NP	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752469_NP	SRR28752469_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752470_NP	SRR28752470_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752471_NP	SRR28752471_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752472_NP	SRR28752472_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752473_NP	SRR28752473_NP	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752474_NP	SRR28752474_NP	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752475_NP	SRR28752475_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752476_NP	SRR28752476_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752477_NP	SRR28752477_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752478_NP	SRR28752478_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752479_NP	SRR28752479_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752480_NP	SRR28752480_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752481_NP	SRR28752481_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752482_NP	SRR28752482_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752483_NP	SRR28752483_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752484_NP	SRR28752484_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752485_NP	SRR28752485_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752486_NP	SRR28752486_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752487_NP	SRR28752487_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752488_NP	SRR28752488_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752489_NP	SRR28752489_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752490_NP	SRR28752490_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752491_NP	SRR28752491_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752492_NP	SRR28752492_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752493_NP	SRR28752493_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752494_NP	SRR28752494_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752495_NP	SRR28752495_NP	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752496_NP	SRR28752496_NP	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752497_NP	SRR28752497_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752498_NP	SRR28752498_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752499_NP	SRR28752499_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752500_NP	SRR28752500_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752501_NP	SRR28752501_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752502_NP	SRR28752502_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752503_NP	SRR28752503_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752504_NP	SRR28752504_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752505_NP	SRR28752505_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752506_NP	SRR28752506_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752507_NP	SRR28752507_NP	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752508_NP	SRR28752508_NP	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752509_NP	SRR28752509_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752510_NP	SRR28752510_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752511_NP	SRR28752511_NP	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752512_NP	SRR28752512_NP	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752513_NP	SRR28752513_NP	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752514_NP	SRR28752514_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752515_NP	SRR28752515_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752516_NP	SRR28752516_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752517_NP	SRR28752517_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752518_NP	SRR28752518_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG5_H5N1/member/iav-andersen-h5n1/SRR28752519_NP	SRR28752519_NP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
