taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/KU322227	KU322227	28791803	2316	NULL	Italy	2012	Homo sapiens	-	B2|C1|A1|H3|A2|N2|B2|A	H3N2	A/Parma/58/2012
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/KX979604	KX979604	-	2341	NULL	Netherlands	2009	Anas platyrhynchos	-	A5|D1|A12|H7|A8|N7|A|A	H7N7	A/mallard duck/Netherlands/2/2009
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/KX979605	KX979605	-	2341	NULL	Netherlands	2007	Anas platyrhynchos	-	A3|D1|A12|H10|A8|N7|A|B	H10N7	A/mallard duck/Netherlands/1/2007
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/KX979649	KX979649	-	2341	NULL	Netherlands	2010	Chroicocephalus ridibundus	-	A2|E1|A6|-|A7|N8|A|A	HXN8	A/black-headed gull/Netherlands/10/2010
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/KY415848	KY415848	-	2292	NULL	China	2016	Columba livia	pigeon fecal	A5|D1|A12|H2|A8|N8|A|A	H2N8	A/Pigeon/Longquan/LQ67/2016
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/KY635673	KY635673	-	2309	NULL	Bangladesh	2015	Anas sp.	-	A5|D1|A12|H7|A8|N1|A|A	H7N1	A/duck/Bangladesh/24692/2015
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/KY644158	KY644158	-	2274	NULL	Chile	2016	Haematopus ater	-	B1|E1|A2|H2|A4|N2|B|A	H2N2	A/blackish oystercatcher/Chile/C6534/2016
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/KY990738	KY990738	-	2341	NULL	USA	2016	Anas platyrhynchos	-	B10|E1|A3|H12|A11|N5|B|A	H12N5	A/mallard duck/California/UCD470/2016
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/LC371816	LC371816	-	2329	Hokkaido	Japan	2014	Anseriformes sp.	-	A3|D1|A12|H8|A8|N2|A|A	H8N2	A/duck/Hokkaido/207/2014
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/LC371840	LC371840	-	2331	Hokkaido	Japan	2001	Anseriformes sp.	-	A5|D1|A11|H2|A8|N2|A|B	H2N2	A/duck/Hokkaido/95/2001
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/LC431474	LC431474	-	2321	Alaska	USA	1994	Anseriformes sp.	-	B8|E1|A7|H2|A11|N3|B|A	H2N3	A/duck/Alaska/5111/1994
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MF147603	MF147603	-	2341	NULL	Netherlands	2012	Chroicocephalus ridibundus	-	A2|E1|A12|-|A7|N6|A|A	HXN6	A/black-headed gull/Netherlands/57/2012
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MF148108	MF148108	-	2341	NULL	Netherlands	2008	Chroicocephalus ridibundus	-	A2|E1|A6|-|A7|N8|A|A	HXN8	A/black-headed gull/Netherlands/2/2008
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MF959951	MF959951	-	2341	NULL	Netherlands	2001	Anas platyrhynchos	-	A4|D1|A12|H3|A8|N6|A|A	H3N6	A/mallard duck/Netherlands/3/2001
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MF978420	MF978420	-	2341	NULL	USA	2016	Felidae sp.	-	B3|E1|A8|H7|A11|N2|B|B	H7N2	A/feline/New York/WVDL-16/2016
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MG668929	MG668929	-	2274	-	-	-	-	-	-	-	A/Thailand/NBL1/2006
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MH134611	MH134611	-	2341	NULL	Chile	2016	Anas georgica	-	B1|E1|A2|H12|A4|N5|B|B	H12N5	A/yellow-billed pintail/Chile/C14831/2016
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MH502288	MH502288	-	2316	New Jersey	USA	2013	Arenaria interpres	feces	B10|E1|A7|H10|A11|N2|B|A	H10N2	A/ruddy turnstone/New Jersey/AI13-2544/2013
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MH569261	MH569261	-	2300	Alaska	USA	2015	Anser canagicus	Environmental (feces)	B9|E1|A3|H3|A11|N7|B|A	H3N7	A/emperor goose/Alaska/UGAI15-8445/2015
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MH578767	MH578767	-	2274	NULL	USA	2005	Arenaria interpres	-	B9|E1|A7|H11|A11|N8|B|B	H11N8	A/ruddy turnstone/Delaware Bay/446/2005
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MH578843	MH578843	-	2274	NULL	USA	2007	Arenaria interpres	-	B9|E1|A10|H12|A11|N1|B|A	H12N1	A/ruddy turnstone/Delaware Bay/554/2007
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MH578980	MH578980	-	2274	NULL	USA	2003	Arenaria interpres	-	B5|E1|A10|H9|A11|N1|A|A	H9N1	A/ruddy turnstone/Delaware Bay/95/2003
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MH596899	MH596899	-	2316	Delaware	USA	2002	Arenaria interpres	feces;SPF ECE	B5|E1|A3|H7|A11|N3|B|A	H7N3	A/ruddy turnstone/Delaware/650622/2002
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MH598163	MH598163	-	2316	New Jersey	USA	2000	Arenaria interpres	feces;SPF ECE	B9|E1|A3|H12|A11|N5|B|A	H12N5	A/ruddy turnstone/New Jersey/AI00-1091/2000
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MK239099	MK239099	-	2316	-	-	-	-	-	-	-	A/Michigan/383/2018
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MK268562	MK268562	-	2316	New York	USA	2018	Homo sapiens	-	B2|C1|A1|H3|A2|N2|B2|A	H3N2	A/New York/40/2018
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MN055191	MN055191	-	2341	NULL	Chile	2018	Pygoscelis antarcticus	feces	B9|A1|A2|H11|A11|N2|B|A	H11N2	A/chinstrap penguin/Antarctica/HP04/2018
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MN988212	MN988212	-	2274	Minnesota	USA	2018	Anas platyrhynchos	oropharyngeal/cloacal swab pool from individual bird	B10|E1|A3|H2|A11|N3|B|A	H2N3	A/mallard/Minnesota/MN18-WB1-025A/2018
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MW109582	MW109582	-	2274	Jiangxi	China	2017	Environment	swab	A4|D1|A5|H6|A8|N6|A|A	H6N6	A/environment/Jiangxi/2.16_SRGFYK103-E/2017
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MW333284	MW333284	33932612	2341	Kaohsiung	Taiwan	2016	Gallus gallus	brain	A5|D1|A12|H5|A8|N8|A|A	H5N8	A/chicken/Kaohsiung/16040021-1/2016
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MW342698	MW342698	-	2274	Kagoshima	Japan	2020	Mareca falcata	feces	A5|D1|A12|H5|A8|N8|A|A	H5N8	A/falcated duck/Kagoshima/KU-d3/2020
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MW547591	MW547591	-	2285	Gunsan	South Korea	2006	Aves	Geumgang	A5|D1|A12|H10|A8|N9|A|B	H10N9	A/aquatic bird/Gunsan/145/2006
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MW848665	MW848665	-	2341	NULL	Spain	2019	Sus scrofa	Lungs	A3|D1|A4|H1|A8|N2|A|A	H1N2	A/swine/Spain/25001-2/2019
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MW857524	MW857524	-	2274	NULL	Thailand	2015	Anseriformes sp.	cloacal swab	A5|D1|A12|H11|A6|N7|B|A	H11N7	A/duck/Thailand/CU-16340C/2015
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MW875654	MW875654	-	2316	NULL	USA	2020	Arenaria interpres	feces	B10|E1|A11|H4|A11|N9|B|A	H4N9	A/ruddy turnstone/Delaware Bay/235/2020
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MW876046	MW876046	-	2316	NULL	USA	2020	Arenaria interpres	feces	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/ruddy turnstone/Delaware Bay/209/2020
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MW876097	MW876097	-	2316	NULL	USA	2020	Arenaria interpres	feces	B10|E1|A11|H12|A11|N1|B|A	H12N1	A/ruddy turnstone/Delaware Bay/218/2020
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MZ565042	MZ565042	-	2274	Jalisco	Mexico	2019	Gallus gallus	cloacal swab	B9|E1|A10|H5|A10|N2|B3|B	H5N2	A/chicken/Jalisco/CPA-06432-19/2019
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MZ565338	MZ565338	-	2274	Queretaro	Mexico	2019	Gallus gallus	tracheal swab	B9|E1|A10|H5|A10|N2|B3|B	H5N2	A/chicken/Queretaro/CPA-03805-19/2019
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MZ565616	MZ565616	-	2341	NULL	Iceland	2012	Larus fuscus	cloacal swab	B4|D1|A12|H2|A8|N7|A|A	H2N7	A/lesser black-backed gull/Iceland/1656/2012
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/MZ945738	MZ945738	-	2341	NULL	Spain	2017	Sus scrofa	nasal swab	A3|D1|A4|H1|A8|N2|B|A	H1N2	A/swine/Spain/45600-2/2017
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/NC_002021	NC_002021	6281731	2341	Puerto Rico	USA	1934	Homo sapiens	nasal swab	B2|A1|A1|H1|A2|N1|B|A	H1N1	A/Puerto Rico/8/1934
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/NC_007372	NC_007372	-	2341	Tompkins County, NY	USA	2004	Homo sapiens	gender:M; age:16y	B2|C1|A1|H3|A2|N2|B2|A	H3N2	A/New York/392/2004
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/OL370765	OL370765	-	2274	Tasmania, King Island	Australia	2018	Arenaria interpres	pooled cloacal and oropharyngeal swab	A5|D1|A12|H12|A8|N5|A|A	H12N5	A/ruddy turnstone/King Island/13149/2018
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/OL371253	OL371253	-	2277	Victoria	Australia	2014	Anseriformes sp.	pooled fecal swabs	A3|B1|A12|H5|A9|N9|A|A	H5N9	A/wild duck/Victoria/14-0961-1/2014
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/OL371509	OL371509	-	2277	South Australia	Australia	2018	Aves	pooled fecal swabs	A3|B1|A12|H9|A9|N5|A|A	H9N5	A/wild waterbird/South Australia/18-9201854-12/2018
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/OL371653	OL371653	-	2274	Tasmania	Australia	2018	Aves	pooled fecal swabs	A5|D1|A12|H1|A11|N7|A|A	H1N7	A/wild waterbird/Tasmania/18-1081-5/2018
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/OM373268	OM373268	-	2274	Shandong province	China	2020	Anseriformes sp.	-	A5|D1|A12|H10|A8|N8|A|A	H10N8	A/swan/Shandong/W3875/2020
alignment/AL_IAV_SEG2_H5N1/member/iav-ncbi-refseqs-seg2/OM966132	OM966132	-	2316	NULL	USA	2021	Arenaria interpres	feces	B10|E1|A11|H10|A11|N9|B|A	H10N9	A/Ruddy Turnstone/Delaware/49/2021
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752446_PB1	SRR28752446_PB1	-	-	-	USA	2024	Blackbird	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752447_PB1	SRR28752447_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752448_PB1	SRR28752448_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752449_PB1	SRR28752449_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752450_PB1	SRR28752450_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752451_PB1	SRR28752451_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752452_PB1	SRR28752452_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752453_PB1	SRR28752453_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752454_PB1	SRR28752454_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752455_PB1	SRR28752455_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752456_PB1	SRR28752456_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752457_PB1	SRR28752457_PB1	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752458_PB1	SRR28752458_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752459_PB1	SRR28752459_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752460_PB1	SRR28752460_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752461_PB1	SRR28752461_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752462_PB1	SRR28752462_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752463_PB1	SRR28752463_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752464_PB1	SRR28752464_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752465_PB1	SRR28752465_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752466_PB1	SRR28752466_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752467_PB1	SRR28752467_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752468_PB1	SRR28752468_PB1	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752469_PB1	SRR28752469_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752470_PB1	SRR28752470_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752471_PB1	SRR28752471_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752472_PB1	SRR28752472_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752473_PB1	SRR28752473_PB1	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752474_PB1	SRR28752474_PB1	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752475_PB1	SRR28752475_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752476_PB1	SRR28752476_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752477_PB1	SRR28752477_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752478_PB1	SRR28752478_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752479_PB1	SRR28752479_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752480_PB1	SRR28752480_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752481_PB1	SRR28752481_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752482_PB1	SRR28752482_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752483_PB1	SRR28752483_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752484_PB1	SRR28752484_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752485_PB1	SRR28752485_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752486_PB1	SRR28752486_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752487_PB1	SRR28752487_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752488_PB1	SRR28752488_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752489_PB1	SRR28752489_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752490_PB1	SRR28752490_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752491_PB1	SRR28752491_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752492_PB1	SRR28752492_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752493_PB1	SRR28752493_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752494_PB1	SRR28752494_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752495_PB1	SRR28752495_PB1	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752496_PB1	SRR28752496_PB1	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752497_PB1	SRR28752497_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752498_PB1	SRR28752498_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752499_PB1	SRR28752499_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752500_PB1	SRR28752500_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752501_PB1	SRR28752501_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752502_PB1	SRR28752502_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752503_PB1	SRR28752503_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752504_PB1	SRR28752504_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752505_PB1	SRR28752505_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752506_PB1	SRR28752506_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752507_PB1	SRR28752507_PB1	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752508_PB1	SRR28752508_PB1	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752509_PB1	SRR28752509_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752510_PB1	SRR28752510_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752511_PB1	SRR28752511_PB1	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752512_PB1	SRR28752512_PB1	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752513_PB1	SRR28752513_PB1	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752514_PB1	SRR28752514_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752515_PB1	SRR28752515_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752516_PB1	SRR28752516_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752517_PB1	SRR28752517_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752518_PB1	SRR28752518_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG2_H5N1/member/iav-andersen-h5n1/SRR28752519_PB1	SRR28752519_PB1	-	-	-	USA	2024	Cattle	-	-	H5N1	-
