taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752458_PA	SRR28752458_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752459_PA	SRR28752459_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752460_PA	SRR28752460_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752461_PA	SRR28752461_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752462_PA	SRR28752462_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752463_PA	SRR28752463_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752464_PA	SRR28752464_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752465_PA	SRR28752465_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752466_PA	SRR28752466_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752467_PA	SRR28752467_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752468_PA	SRR28752468_PA	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752469_PA	SRR28752469_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752470_PA	SRR28752470_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752471_PA	SRR28752471_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752472_PA	SRR28752472_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752473_PA	SRR28752473_PA	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752474_PA	SRR28752474_PA	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752475_PA	SRR28752475_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752476_PA	SRR28752476_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752477_PA	SRR28752477_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752478_PA	SRR28752478_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752479_PA	SRR28752479_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752480_PA	SRR28752480_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752481_PA	SRR28752481_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752482_PA	SRR28752482_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752483_PA	SRR28752483_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752484_PA	SRR28752484_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752485_PA	SRR28752485_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752486_PA	SRR28752486_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752487_PA	SRR28752487_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752488_PA	SRR28752488_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752489_PA	SRR28752489_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752490_PA	SRR28752490_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752491_PA	SRR28752491_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752492_PA	SRR28752492_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752493_PA	SRR28752493_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752494_PA	SRR28752494_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752495_PA	SRR28752495_PA	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752496_PA	SRR28752496_PA	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752497_PA	SRR28752497_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752498_PA	SRR28752498_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752499_PA	SRR28752499_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752500_PA	SRR28752500_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752501_PA	SRR28752501_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752502_PA	SRR28752502_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752503_PA	SRR28752503_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752504_PA	SRR28752504_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752505_PA	SRR28752505_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752506_PA	SRR28752506_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752507_PA	SRR28752507_PA	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752508_PA	SRR28752508_PA	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752509_PA	SRR28752509_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752510_PA	SRR28752510_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752511_PA	SRR28752511_PA	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752512_PA	SRR28752512_PA	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752513_PA	SRR28752513_PA	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752514_PA	SRR28752514_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752515_PA	SRR28752515_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752516_PA	SRR28752516_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752517_PA	SRR28752517_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG3_H5N1/member/iav-andersen-h5n1/SRR28752518_PA	SRR28752518_PA	-	-	-	USA	2024	Cattle	-	-	H5N1	-
