taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MF959942	MF959942	-	1027	NULL	Netherlands	2001	Anas platyrhynchos	-	A4|D1|A12|H3|A8|N6|A|A	H3N6	A/mallard duck/Netherlands/3/2001
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MF978415	MF978415	-	1027	NULL	USA	2016	Felidae sp.	-	B3|E1|A8|H7|A11|N2|B|B	H7N2	A/feline/New York/WVDL-16/2016
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MG668934	MG668934	-	1002	-	-	-	-	-	-	-	A/Thailand/NBL1/2006
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MH134607	MH134607	-	1027	NULL	Chile	2016	Anas georgica	-	B1|E1|A2|H12|A4|N5|B|B	H12N5	A/yellow-billed pintail/Chile/C14831/2016
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MH502283	MH502283	-	1002	New Jersey	USA	2013	Arenaria interpres	feces	B10|E1|A7|H10|A11|N2|B|A	H10N2	A/ruddy turnstone/New Jersey/AI13-2544/2013
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MH569266	MH569266	-	1002	Alaska	USA	2015	Anser canagicus	Environmental (feces)	B9|E1|A3|H3|A11|N7|B|A	H3N7	A/emperor goose/Alaska/UGAI15-8445/2015
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MH578808	MH578808	-	982	NULL	USA	2005	Arenaria interpres	-	B9|E1|A7|H11|A11|N8|B|B	H11N8	A/ruddy turnstone/Delaware Bay/446/2005
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MH579025	MH579025	-	982	NULL	USA	2003	Arenaria interpres	-	B5|E1|A10|H9|A11|N1|A|A	H9N1	A/ruddy turnstone/Delaware Bay/95/2003
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MH579081	MH579081	-	982	NULL	USA	2007	Arenaria interpres	-	B9|E1|A10|H12|A11|N1|B|A	H12N1	A/ruddy turnstone/Delaware Bay/554/2007
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MH596893	MH596893	-	1002	Delaware	USA	2002	Arenaria interpres	feces;SPF ECE	B5|E1|A3|H7|A11|N3|B|A	H7N3	A/ruddy turnstone/Delaware/650622/2002
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MH598158	MH598158	-	1002	New Jersey	USA	2000	Arenaria interpres	feces;SPF ECE	B9|E1|A3|H12|A11|N5|B|A	H12N5	A/ruddy turnstone/New Jersey/AI00-1091/2000
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MK268561	MK268561	-	1002	New York	USA	2018	Homo sapiens	-	B2|C1|A1|H3|A2|N2|B2|A	H3N2	A/New York/40/2018
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MN055192	MN055192	-	1027	NULL	Chile	2018	Pygoscelis antarcticus	feces	B9|A1|A2|H11|A11|N2|B|A	H11N2	A/chinstrap penguin/Antarctica/HP04/2018
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MN988217	MN988217	-	982	Minnesota	USA	2018	Anas platyrhynchos	oropharyngeal/cloacal swab pool from individual bird	B10|E1|A3|H2|A11|N3|B|A	H2N3	A/mallard/Minnesota/MN18-WB1-025A/2018
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MW024909	MW024909	-	1002	-	-	-	-	-	-	-	A/Hawaii/28/2020
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MW109587	MW109587	-	982	Jiangxi	China	2017	Environment	swab	A4|D1|A5|H6|A8|N6|A|A	H6N6	A/environment/Jiangxi/2.16_SRGFYK103-E/2017
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MW333289	MW333289	33932612	1027	Kaohsiung	Taiwan	2016	Gallus gallus	brain	A5|D1|A12|H5|A8|N8|A|A	H5N8	A/chicken/Kaohsiung/16040021-1/2016
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MW342703	MW342703	-	982	Kagoshima	Japan	2020	Mareca falcata	feces	A5|D1|A12|H5|A8|N8|A|A	H5N8	A/falcated duck/Kagoshima/KU-d3/2020
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MW547736	MW547736	-	982	Gunsan	South Korea	2006	Aves	Geumgang	A5|D1|A12|H10|A8|N9|A|B	H10N9	A/aquatic bird/Gunsan/145/2006
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MW848666	MW848666	-	1027	NULL	Spain	2019	Sus scrofa	Lungs	A3|D1|A4|H1|A8|N2|A|A	H1N2	A/swine/Spain/25001-2/2019
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MW857529	MW857529	-	967	NULL	Thailand	2015	Anseriformes sp.	cloacal swab	A5|D1|A12|H11|A6|N7|B|A	H11N7	A/duck/Thailand/CU-16340C/2015
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MW875658	MW875658	-	1002	NULL	USA	2020	Arenaria interpres	feces	B10|E1|A11|H4|A11|N9|B|A	H4N9	A/ruddy turnstone/Delaware Bay/235/2020
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MW876045	MW876045	-	1003	NULL	USA	2020	Arenaria interpres	feces	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/ruddy turnstone/Delaware Bay/209/2020
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MW876093	MW876093	-	1003	NULL	USA	2020	Arenaria interpres	feces	B10|E1|A11|H12|A11|N1|B|A	H12N1	A/ruddy turnstone/Delaware Bay/218/2020
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MZ565047	MZ565047	-	982	Jalisco	Mexico	2019	Gallus gallus	cloacal swab	B9|E1|A10|H5|A10|N2|B3|B	H5N2	A/chicken/Jalisco/CPA-06432-19/2019
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MZ565343	MZ565343	-	982	Queretaro	Mexico	2019	Gallus gallus	tracheal swab	B9|E1|A10|H5|A10|N2|B3|B	H5N2	A/chicken/Queretaro/CPA-03805-19/2019
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MZ565611	MZ565611	-	1002	NULL	Iceland	2012	Larus fuscus	cloacal swab	B4|D1|A12|H2|A8|N7|A|A	H2N7	A/lesser black-backed gull/Iceland/1656/2012
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/MZ945743	MZ945743	-	1027	NULL	Spain	2017	Sus scrofa	nasal swab	A3|D1|A4|H1|A8|N2|B|A	H1N2	A/swine/Spain/45600-2/2017
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/NC_002016	NC_002016	6927841	1027	Puerto Rico	USA	1934	Homo sapiens	nasal swab	B2|A1|A1|H1|A2|N1|B|A	H1N1	A/Puerto Rico/8/1934
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/NC_007367	NC_007367	-	1027	Tompkins County, NY	USA	2004	Homo sapiens	gender:M; age:16y	B2|C1|A1|H3|A2|N2|B2|A	H3N2	A/New York/392/2004
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/OL370770	OL370770	-	982	Tasmania, King Island	Australia	2018	Arenaria interpres	pooled cloacal and oropharyngeal swab	A5|D1|A12|H12|A8|N5|A|A	H12N5	A/ruddy turnstone/King Island/13149/2018
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/OL371258	OL371258	-	982	Victoria	Australia	2014	Anseriformes sp.	pooled fecal swabs	A3|B1|A12|H5|A9|N9|A|A	H5N9	A/wild duck/Victoria/14-0961-1/2014
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/OL371514	OL371514	-	982	South Australia	Australia	2018	Aves	pooled fecal swabs	A3|B1|A12|H9|A9|N5|A|A	H9N5	A/wild waterbird/South Australia/18-9201854-12/2018
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/OL371658	OL371658	-	982	Tasmania	Australia	2018	Aves	pooled fecal swabs	A5|D1|A12|H1|A11|N7|A|A	H1N7	A/wild waterbird/Tasmania/18-1081-5/2018
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/OM373273	OM373273	-	982	Shandong province	China	2020	Anseriformes sp.	-	A5|D1|A12|H10|A8|N8|A|A	H10N8	A/swan/Shandong/W3875/2020
alignment/AL_IAV_SEG7_H5N1/member/iav-ncbi-refseqs-seg7/OM966128	OM966128	-	1001	NULL	USA	2021	Arenaria interpres	feces	B10|E1|A11|H10|A11|N9|B|A	H10N9	A/Ruddy Turnstone/Delaware/49/2021
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752446_MP	SRR28752446_MP	-	-	-	USA	2024	Blackbird	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752447_MP	SRR28752447_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752448_MP	SRR28752448_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752449_MP	SRR28752449_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752450_MP	SRR28752450_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752451_MP	SRR28752451_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752452_MP	SRR28752452_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752453_MP	SRR28752453_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752454_MP	SRR28752454_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752455_MP	SRR28752455_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752456_MP	SRR28752456_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752457_MP	SRR28752457_MP	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752458_MP	SRR28752458_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752459_MP	SRR28752459_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752460_MP	SRR28752460_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752461_MP	SRR28752461_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752462_MP	SRR28752462_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752463_MP	SRR28752463_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752464_MP	SRR28752464_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752465_MP	SRR28752465_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752466_MP	SRR28752466_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752467_MP	SRR28752467_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752468_MP	SRR28752468_MP	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752469_MP	SRR28752469_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752470_MP	SRR28752470_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752471_MP	SRR28752471_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752472_MP	SRR28752472_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752473_MP	SRR28752473_MP	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752474_MP	SRR28752474_MP	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752475_MP	SRR28752475_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752476_MP	SRR28752476_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752477_MP	SRR28752477_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752478_MP	SRR28752478_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752479_MP	SRR28752479_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752480_MP	SRR28752480_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752481_MP	SRR28752481_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752482_MP	SRR28752482_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752483_MP	SRR28752483_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752484_MP	SRR28752484_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752485_MP	SRR28752485_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752486_MP	SRR28752486_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752487_MP	SRR28752487_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752488_MP	SRR28752488_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752489_MP	SRR28752489_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752490_MP	SRR28752490_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752491_MP	SRR28752491_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752492_MP	SRR28752492_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752493_MP	SRR28752493_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752494_MP	SRR28752494_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752495_MP	SRR28752495_MP	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752496_MP	SRR28752496_MP	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752497_MP	SRR28752497_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752498_MP	SRR28752498_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752499_MP	SRR28752499_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752500_MP	SRR28752500_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752501_MP	SRR28752501_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752502_MP	SRR28752502_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752503_MP	SRR28752503_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752504_MP	SRR28752504_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752505_MP	SRR28752505_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752506_MP	SRR28752506_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752507_MP	SRR28752507_MP	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752508_MP	SRR28752508_MP	-	-	-	USA	2024	Chicken	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752509_MP	SRR28752509_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752510_MP	SRR28752510_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752511_MP	SRR28752511_MP	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752512_MP	SRR28752512_MP	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752513_MP	SRR28752513_MP	-	-	-	USA	2024	Cat	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752514_MP	SRR28752514_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752515_MP	SRR28752515_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752516_MP	SRR28752516_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752517_MP	SRR28752517_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752518_MP	SRR28752518_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752519_MP	SRR28752519_MP	-	-	-	USA	2024	Cattle	-	-	H5N1	-
alignment/AL_IAV_SEG7_H5N1/member/iav-andersen-h5n1/SRR28752520_MP	SRR28752520_MP	-	-	-	USA	2024	Chicken	-	-	H5N1	-
